Order reference,uuid_brand,brand category,carrier,ts_submitted,Order amount,fg_stock_issues,fg_on_time,fg_reception_issues,Reception Issue
O_Q2VFWFS1_046,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-19 08:08:54.000000 UTC,€180.52,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RQMEBL9C_028,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-04 09:59:23.000000 UTC,€337.59,FALSE,FALSE,FALSE,OK - No Reception Issue
O_EJTX4MS5_986,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-03 06:07:45.000000 UTC,€168.48,FALSE,TRUE,FALSE,OK - No Reception Issue
O_812WLHRL_896,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-11 10:02:54.000000 UTC,€335.48,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WT3ACA68_850,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-30 14:39:42.000000 UTC,€169.67,FALSE,TRUE,FALSE,OK - No Reception Issue
O_DZL7B4KF_953,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-05 08:29:07.000000 UTC,€122.48,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RK9KM5KW_089,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-12 16:59:58.000000 UTC,€153.85,FALSE,TRUE,FALSE,OK - No Reception Issue
O_PDVJ394A_742,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-05 13:28:06.000000 UTC,€379.23,FALSE,TRUE,FALSE,OK - No Reception Issue
O_48Y36R6L_564,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-04 09:00:50.000000 UTC,€217.75,FALSE,TRUE,FALSE,OK - No Reception Issue
O_88M9W11T_998,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-01 08:53:53.000000 UTC,€596.92,FALSE,TRUE,FALSE,OK - No Reception Issue
O_B5LP1V6P_596,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-06-24 15:04:27.000000 UTC,€111.97,FALSE,TRUE,FALSE,OK - No Reception Issue
O_HKL268AN_831,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-21 18:45:33.000000 UTC,€271.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_1LJWC8DX_987,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-04-19 21:28:32.000000 UTC,€240.52,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LPW18NNY_278,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-26 17:01:51.000000 UTC,€144.64,FALSE,FALSE,FALSE,OK - No Reception Issue
O_YQZ2GEJ9_930,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-08-19 14:36:11.000000 UTC,€146.84,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8A1AKWVS_305,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-02-24 17:51:35.000000 UTC,€172.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_872GKYPW_987,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-07-17 18:41:15.000000 UTC,€338.08,FALSE,TRUE,FALSE,OK - No Reception Issue
O_AKXT2SFM_554,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-06-08 15:10:00.000000 UTC,€140.69,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XDDXYH95_586,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-16 09:29:31.000000 UTC,€417.46,FALSE,TRUE,FALSE,OK - No Reception Issue
O_H2197YDN_091,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-28 11:02:37.000000 UTC,€321.32,FALSE,TRUE,FALSE,OK - No Reception Issue
O_CXG68DBQ_065,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-17 08:49:38.000000 UTC,€138.08,FALSE,TRUE,FALSE,OK - No Reception Issue
O_G1JCFB9F_822,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-24 17:37:35.000000 UTC,€189.89,FALSE,TRUE,FALSE,OK - No Reception Issue
O_ZC1M9Z14_682,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-03-23 08:54:59.000000 UTC,€328.53,FALSE,TRUE,FALSE,OK - No Reception Issue
O_MQKBLF3G_887,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-30 16:55:24.000000 UTC,€220.45,FALSE,TRUE,FALSE,OK - No Reception Issue
O_Y6SCDLWT_718,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-26 14:18:23.000000 UTC,€289.92,FALSE,TRUE,FALSE,OK - No Reception Issue
O_VE92BR7J_579,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-08-22 12:36:25.000000 UTC,€123.48,FALSE,TRUE,FALSE,OK - No Reception Issue
O_3HJ1JKQL_289,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-07-13 15:21:16.000000 UTC,€198.25,FALSE,TRUE,FALSE,OK - No Reception Issue
O_VRF1W5YT_031,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-24 17:42:44.000000 UTC,€376.40,FALSE,TRUE,FALSE,OK - No Reception Issue
O_2GPA6ZES_531,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-18 10:19:09.000000 UTC,€332.53,FALSE,TRUE,FALSE,OK - No Reception Issue
O_C9KFNMZB_812,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-30 08:18:57.000000 UTC,€138.96,FALSE,FALSE,FALSE,OK - No Reception Issue
O_8KS2X1QB_639,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-06-18 10:31:07.000000 UTC,€138.48,FALSE,TRUE,FALSE,OK - No Reception Issue
O_1JHLESTT_356,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-24 10:20:21.000000 UTC,€542.99,FALSE,FALSE,FALSE,OK - No Reception Issue
O_ADCVVHYZ_444,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-10 07:59:45.000000 UTC,€338.11,FALSE,FALSE,FALSE,OK - No Reception Issue
O_E66JP1YK_519,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-21 19:46:31.000000 UTC,€652.63,FALSE,FALSE,FALSE,OK - No Reception Issue
O_GSZBSAVV_675,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-26 06:29:30.000000 UTC,€185.61,FALSE,FALSE,FALSE,OK - No Reception Issue
O_Z27LBHGN_170,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-17 11:09:58.000000 UTC,€332.33,FALSE,TRUE,FALSE,OK - No Reception Issue
O_ZET4Z97E_027,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-05 08:28:40.000000 UTC,€142.53,FALSE,TRUE,FALSE,OK - No Reception Issue
O_J2QAN6N4_967,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-03-13 07:04:12.000000 UTC,€269.03,FALSE,TRUE,FALSE,OK - No Reception Issue
O_V52JPACY_684,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-04-15 15:37:03.000000 UTC,€430.31,FALSE,FALSE,FALSE,OK - No Reception Issue
O_DHNN9PZQ_653,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-05-15 11:14:50.000000 UTC,€122.17,FALSE,TRUE,FALSE,OK - No Reception Issue
O_TE34QFNQ_883,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-07-13 12:56:22.000000 UTC,€193.69,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XVBWVNMD_812,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-08-05 10:45:40.000000 UTC,€116.47,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8W4A2GW1_139,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-09-30 20:42:12.000000 UTC,€201.30,FALSE,TRUE,FALSE,OK - No Reception Issue
O_19R55ZZW_873,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-06 15:08:54.000000 UTC,€322.83,FALSE,TRUE,FALSE,OK - No Reception Issue
O_44FDZJXN_671,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-17 07:34:30.000000 UTC,€159.51,FALSE,TRUE,FALSE,OK - No Reception Issue
O_4HXRFVBS_086,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-30 08:48:25.000000 UTC,€318.40,FALSE,TRUE,FALSE,OK - No Reception Issue
O_5HJ8E48D_893,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-26 14:11:32.000000 UTC,€307.01,FALSE,TRUE,FALSE,OK - No Reception Issue
O_89RE35H2_771,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-08 08:12:11.000000 UTC,€339.79,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8KWN9EQJ_830,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-15 05:58:55.000000 UTC,€329.77,FALSE,FALSE,FALSE,OK - No Reception Issue
O_A4XY64VC_240,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-31 08:54:05.000000 UTC,€331.70,FALSE,TRUE,FALSE,OK - No Reception Issue
O_DNJDLTZS_191,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-06 10:53:55.000000 UTC,€347.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_EW9VMNT6_417,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-21 09:33:11.000000 UTC,€375.84,FALSE,TRUE,FALSE,OK - No Reception Issue
O_HHV73LAY_736,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-02 18:05:35.000000 UTC,€188.49,FALSE,FALSE,FALSE,OK - No Reception Issue
O_LFWJEG9W_932,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-06 12:30:36.000000 UTC,€186.02,FALSE,TRUE,FALSE,OK - No Reception Issue
O_ZZT9ZH22_480,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-07-16 08:29:25.000000 UTC,€365.04,FALSE,TRUE,FALSE,OK - No Reception Issue
O_PVX422WB_028,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,ups,2024-09-19 18:14:31.000000 UTC,€168.37,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LVJ93WX5_752,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-08-29 08:34:25.000000 UTC,€219.65,FALSE,TRUE,FALSE,OK - No Reception Issue
O_NP2X73XL_846,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-09-12 15:15:17.000000 UTC,€327.26,FALSE,TRUE,FALSE,OK - No Reception Issue
O_5GV87AEB_232,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-07-03 18:17:26.000000 UTC,€165.86,FALSE,TRUE,FALSE,OK - No Reception Issue
O_6QFCMF5B_780,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-02-29 20:48:54.000000 UTC,€144.32,FALSE,TRUE,TRUE,Missing
O_8VYYGTE4_722,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-18 18:36:48.000000 UTC,€145.64,FALSE,TRUE,FALSE,OK - No Reception Issue
O_9237L3BV_172,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-13 13:58:29.000000 UTC,€453.77,FALSE,TRUE,FALSE,OK - No Reception Issue
O_BQQFDSLB_622,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-28 17:30:24.000000 UTC,€182.67,FALSE,TRUE,FALSE,OK - No Reception Issue
O_J6VDD6FG_702,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-05 08:07:41.000000 UTC,€119.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_JK9WMD8S_827,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-07-03 14:14:24.000000 UTC,€354.48,FALSE,FALSE,FALSE,OK - No Reception Issue
O_JY3JYMV5_181,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-14 21:20:05.000000 UTC,€324.72,FALSE,TRUE,FALSE,OK - No Reception Issue
O_N1QJJ1BM_595,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-21 13:56:12.000000 UTC,€294.21,FALSE,TRUE,FALSE,OK - No Reception Issue
O_N1V36F1B_241,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-05 11:49:12.000000 UTC,€130.18,FALSE,TRUE,FALSE,OK - No Reception Issue
O_NAQNB46R_472,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-07-08 10:02:45.000000 UTC,€317.14,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XH83VMBV_453,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-29 09:27:28.000000 UTC,€403.23,FALSE,TRUE,FALSE,OK - No Reception Issue
O_1MRTZVAH_229,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-21 09:10:43.000000 UTC,€139.27,FALSE,FALSE,FALSE,OK - No Reception Issue
O_5GH9MYJQ_775,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-24 14:35:21.000000 UTC,€307.28,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RE8JTTQC_284,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-16 18:15:30.000000 UTC,€336.24,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YQHDSYJP_038,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-02-27 21:09:59.000000 UTC,€212.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YZNA9BZE_797,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-19 22:14:24.000000 UTC,€134.83,FALSE,TRUE,FALSE,OK - No Reception Issue
O_ZYNENHSW_002,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-04 15:46:19.000000 UTC,€613.59,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LNWTP7MZ_435,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-15 20:53:24.000000 UTC,€351.28,FALSE,FALSE,FALSE,OK - No Reception Issue
O_A4JCEMR3_879,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,ups,2024-09-26 16:04:00.000000 UTC,€168.35,FALSE,TRUE,FALSE,OK - No Reception Issue
O_JKWMGG2C_807,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-07-30 08:47:01.000000 UTC,€121.53,FALSE,TRUE,FALSE,OK - No Reception Issue
O_CSJWGJLB_988,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-19 09:17:01.000000 UTC,€338.14,FALSE,TRUE,FALSE,OK - No Reception Issue
O_G5HWHRRT_178,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-01 09:45:41.000000 UTC,€167.74,FALSE,TRUE,FALSE,OK - No Reception Issue
O_S9HCCQ16_844,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-16 07:59:24.000000 UTC,€260.98,FALSE,FALSE,FALSE,OK - No Reception Issue
O_Q7KCSH3W_313,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-03-02 18:29:52.000000 UTC,€146.91,FALSE,TRUE,FALSE,OK - No Reception Issue
O_W179V8LX_348,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-06-12 12:11:46.000000 UTC,€336.76,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XMDGJ9TR_285,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-07-01 09:58:37.000000 UTC,€117.10,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WZPHRBX6_005,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-08-30 22:06:44.000000 UTC,€168.38,FALSE,FALSE,FALSE,OK - No Reception Issue
O_VNCL4PJ9_513,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-09-20 11:14:57.000000 UTC,€138.33,FALSE,FALSE,FALSE,OK - No Reception Issue
O_YZN5S3HJ_490,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-06-13 15:22:04.000000 UTC,€134.64,FALSE,TRUE,FALSE,OK - No Reception Issue
O_4X2ZCNKZ_635,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-03 13:21:32.000000 UTC,€298.30,FALSE,FALSE,FALSE,OK - No Reception Issue
O_7NV3D1TC_669,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-04 07:03:18.000000 UTC,€163.32,FALSE,TRUE,FALSE,OK - No Reception Issue
O_7VKLLMER_424,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-04 11:19:40.000000 UTC,€228.51,FALSE,TRUE,FALSE,OK - No Reception Issue
O_7VPN5ZNR_354,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-21 10:34:22.000000 UTC,€215.03,FALSE,FALSE,FALSE,OK - No Reception Issue
O_7W9SNR5V_697,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-20 09:22:00.000000 UTC,€206.73,FALSE,FALSE,FALSE,OK - No Reception Issue
O_9K8WEQK3_744,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-18 09:44:56.000000 UTC,€205.09,FALSE,TRUE,FALSE,OK - No Reception Issue
O_FWND7BLP_776,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-01 16:48:51.000000 UTC,€218.39,FALSE,TRUE,FALSE,OK - No Reception Issue
O_KHVN5Z4D_333,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-18 10:06:32.000000 UTC,€133.20,FALSE,TRUE,FALSE,OK - No Reception Issue
O_NZL4BCSH_831,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-08 10:34:31.000000 UTC,€119.64,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RV5BQJ69_041,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-07-01 07:07:08.000000 UTC,€176.39,FALSE,FALSE,FALSE,OK - No Reception Issue
O_SYNC9TH7_148,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-06 16:34:53.000000 UTC,€143.81,FALSE,TRUE,FALSE,OK - No Reception Issue
O_TR8NS3P2_337,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-11 08:28:29.000000 UTC,€192.94,FALSE,TRUE,FALSE,OK - No Reception Issue
O_VQWXVPSK_798,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-23 09:18:28.000000 UTC,€331.23,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WSWZBXHE_348,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-03 12:36:05.000000 UTC,€112.93,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WWKKYN21_494,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-30 10:49:02.000000 UTC,€336.12,FALSE,FALSE,FALSE,OK - No Reception Issue
O_Y9SZ5FNB_238,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-21 07:57:27.000000 UTC,€145.38,FALSE,FALSE,FALSE,OK - No Reception Issue
O_L7FXWPZ9_437,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-04-16 20:35:57.000000 UTC,€316.99,FALSE,FALSE,FALSE,OK - No Reception Issue
O_KS37X1XC_976,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-05-13 12:26:30.000000 UTC,€342.37,FALSE,TRUE,FALSE,OK - No Reception Issue
O_FY9HNXNY_008,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-05-31 17:32:07.000000 UTC,€318.66,FALSE,TRUE,FALSE,OK - No Reception Issue
O_EET8AJGM_195,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-09-30 16:34:21.000000 UTC,€114.58,FALSE,TRUE,FALSE,OK - No Reception Issue
O_29GP1DSR_287,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-24 08:01:08.000000 UTC,€343.09,FALSE,TRUE,FALSE,OK - No Reception Issue
O_MJ99A6WP_625,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-30 20:40:15.000000 UTC,€193.69,FALSE,TRUE,FALSE,OK - No Reception Issue
O_Q1VJRZV2_306,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-19 22:13:00.000000 UTC,€243.26,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SQCHHXQ4_763,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-21 15:06:41.000000 UTC,€220.34,FALSE,TRUE,FALSE,OK - No Reception Issue
O_EVQBNPJV_218,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-19 17:57:59.000000 UTC,€317.13,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XBMN1VA9_609,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-18 19:32:02.000000 UTC,€197.45,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WSC3VRZB_833,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-02-28 14:59:23.000000 UTC,€480.60,FALSE,TRUE,TRUE,Damaged
O_DTTWNK12_620,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,ups,2024-09-14 14:00:54.000000 UTC,€112.67,FALSE,TRUE,FALSE,OK - No Reception Issue
O_6WBMFVKQ_438,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-10 09:23:44.000000 UTC,€644.43,FALSE,FALSE,FALSE,OK - No Reception Issue
O_KQ4TF2EC_236,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-30 20:56:03.000000 UTC,€343.72,FALSE,TRUE,FALSE,OK - No Reception Issue
O_NMCL68BV_455,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-27 10:22:11.000000 UTC,€509.31,FALSE,TRUE,FALSE,OK - No Reception Issue
O_PVEAVTCM_751,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-25 03:53:32.000000 UTC,€466.89,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8EA9NJK5_687,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,ups,2024-09-24 16:42:10.000000 UTC,€143.25,FALSE,TRUE,TRUE,Missing
O_JDPHKE93_004,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-04-23 21:33:47.000000 UTC,€209.52,FALSE,TRUE,FALSE,OK - No Reception Issue
O_S762HTXW_938,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,cogepart,2024-06-09 14:21:57.000000 UTC,€217.13,FALSE,TRUE,FALSE,OK - No Reception Issue
O_DB6WGSWV_434,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-06-20 12:01:20.000000 UTC,€110.07,FALSE,TRUE,FALSE,OK - No Reception Issue
O_GFX6EKJX_732,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-07-07 16:47:29.000000 UTC,€120.96,FALSE,TRUE,FALSE,OK - No Reception Issue
O_MTWAPR39_183,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,dpd,2024-08-27 16:16:09.000000 UTC,€119.65,FALSE,TRUE,FALSE,OK - No Reception Issue
O_4TJJ2KR3_239,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-25 09:32:33.000000 UTC,€298.57,FALSE,FALSE,FALSE,OK - No Reception Issue
O_7NPE19ZA_240,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-19 14:12:03.000000 UTC,€494.84,FALSE,TRUE,FALSE,OK - No Reception Issue
O_E4TDN535_914,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-09 10:14:07.000000 UTC,€224.88,FALSE,TRUE,FALSE,OK - No Reception Issue
O_EA16BM1N_144,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-18 07:14:32.000000 UTC,€204.44,FALSE,TRUE,FALSE,OK - No Reception Issue
O_MM3C5RE4_368,1ed6b375-615d-6c80-835d-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-22 14:56:03.000000 UTC,€173.00,FALSE,FALSE,FALSE,OK - No Reception Issue
