EmployeeNumber,Age,Attrition,Department,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,Gender,OverTime,PerformanceRating,JobInvolvement,JobLevel,JobRole
1358,25,No,Research & Development,3,2,1,2,7,6,Male,No,3,3,1,Laboratory Technician
1360,58,Yes,Research & Development,10,9,5,9,31,0,Female,Yes,3,2,3,Manufacturing Director
1361,40,No,Research & Development,4,2,0,3,7,3,Male,No,4,3,1,Laboratory Technician
1362,36,No,Sales,15,7,6,13,17,2,Female,No,3,4,2,Sales Executive
1363,48,No,Research & Development,10,9,0,8,11,2,Male,No,3,3,3,Manufacturing Director
1364,27,No,Sales,1,0,0,0,5,4,Female,No,3,4,1,Sales Representative
1367,51,No,Research & Development,5,2,0,3,29,1,Female,No,3,2,4,Manufacturing Director
1368,18,No,Research & Development,0,0,0,0,0,5,Female,No,3,3,1,Laboratory Technician
1369,35,No,Research & Development,9,7,0,0,10,0,Female,No,3,2,2,Laboratory Technician
1371,27,No,Sales,6,2,0,0,8,3,Male,No,4,1,2,Sales Executive
1372,55,Yes,Sales,19,7,3,8,24,2,Male,Yes,3,4,4,Sales Executive
1373,56,No,Research & Development,19,16,15,9,33,0,Male,Yes,3,3,4,Manufacturing Director
1374,34,No,Research & Development,5,4,0,0,5,2,Female,No,4,2,1,Research Scientist
1375,40,No,Research & Development,12,11,11,8,15,0,Female,No,4,4,2,Healthcare Representative
1377,34,No,Research & Development,8,7,7,7,10,1,Male,No,3,3,2,Laboratory Technician
1379,31,Yes,Sales,1,0,0,0,3,3,Female,No,3,2,1,Sales Representative
1380,35,Yes,Sales,4,2,3,2,5,0,Female,Yes,3,3,2,Sales Executive
1382,38,No,Research & Development,4,2,0,3,4,2,Male,No,3,4,1,Research Scientist
1383,34,No,Research & Development,14,11,4,11,14,2,Female,No,3,3,2,Healthcare Representative
1387,28,No,Sales,5,3,0,4,5,0,Male,No,3,2,2,Sales Executive
1389,31,Yes,Research & Development,10,2,6,7,10,3,Male,Yes,3,3,2,Manufacturing Director
1390,39,No,Sales,5,4,1,4,8,2,Male,Yes,3,2,2,Sales Executive
1391,51,No,Sales,4,2,3,2,14,5,Male,No,3,3,3,Sales Executive
1392,41,No,Research & Development,6,2,3,3,12,4,Female,Yes,3,3,2,Research Scientist
1394,37,No,Research & Development,6,4,1,3,8,2,Male,Yes,3,3,1,Research Scientist
1395,33,No,Sales,5,4,1,2,8,2,Male,No,3,3,2,Sales Executive
1396,32,No,Sales,3,2,1,2,4,3,Male,Yes,3,3,2,Sales Executive
1397,39,No,Research & Development,6,4,0,5,13,2,Male,No,4,3,3,Healthcare Representative
1399,25,No,Sales,3,2,1,2,6,3,Male,No,3,4,2,Sales Executive
1401,52,No,Research & Development,5,3,0,2,24,3,Female,Yes,3,4,4,Manufacturing Director
1402,43,No,Research & Development,20,7,1,8,20,3,Female,Yes,3,2,2,Research Scientist
1403,27,No,Sales,6,2,4,4,6,3,Female,Yes,3,2,2,Sales Executive
1405,27,Yes,Research & Development,8,2,7,7,8,2,Female,Yes,3,3,1,Research Scientist
1407,26,No,Research & Development,4,3,1,1,5,2,Male,No,3,2,1,Research Scientist
1408,42,No,Human Resources,20,7,0,9,21,5,Female,No,3,3,4,Manager
1409,52,No,Research & Development,5,4,0,4,12,2,Female,No,3,3,1,Laboratory Technician
1411,37,No,Research & Development,3,2,0,2,8,6,Female,No,3,3,1,Laboratory Technician
1412,35,No,Research & Development,2,2,2,2,10,2,Male,No,3,3,3,Manufacturing Director
1415,25,No,Research & Development,3,2,0,2,7,2,Male,No,3,3,1,Laboratory Technician
1417,26,No,Research & Development,7,7,0,7,8,2,Male,No,3,4,1,Laboratory Technician
1419,29,No,Human Resources,10,9,0,9,10,3,Male,No,3,2,3,Human Resources
1420,49,Yes,Research & Development,4,3,1,3,20,2,Male,No,4,2,2,Laboratory Technician
1421,29,Yes,Research & Development,8,7,7,7,9,1,Female,Yes,3,3,3,Healthcare Representative
1422,54,No,Research & Development,20,7,12,7,29,3,Female,No,3,3,4,Research Director
1423,58,No,Research & Development,9,8,1,5,32,3,Female,Yes,4,3,5,Research Director
1424,55,No,Research & Development,7,7,0,0,31,4,Male,No,3,4,4,Research Director
1425,36,No,Sales,5,4,0,1,15,3,Female,Yes,3,3,2,Sales Executive
1427,31,Yes,Sales,1,0,0,0,1,3,Female,No,3,1,1,Sales Representative
1428,30,No,Sales,3,2,0,2,8,3,Female,No,3,3,2,Sales Executive
1430,31,No,Research & Development,3,2,1,0,9,3,Female,No,3,3,4,Research Director
1431,34,No,Research & Development,4,3,1,3,10,2,Male,No,3,3,1,Research Scientist
1433,31,Yes,Research & Development,1,0,0,0,1,3,Female,No,3,2,1,Research Scientist
1434,27,No,Research & Development,5,0,1,4,6,3,Male,No,3,3,1,Laboratory Technician
1435,36,No,Research & Development,10,4,1,8,10,2,Male,No,3,2,2,Laboratory Technician
1436,36,No,Sales,3,2,0,2,11,3,Female,No,3,2,2,Sales Executive
1438,47,No,Research & Development,6,5,1,2,17,2,Male,No,3,3,1,Research Scientist
1439,25,Yes,Sales,3,2,2,2,6,2,Male,No,3,2,1,Sales Representative
1440,37,No,Research & Development,6,5,1,3,7,2,Male,No,3,4,1,Laboratory Technician
1441,56,No,Research & Development,3,2,1,0,5,3,Female,No,4,3,1,Research Scientist
1443,47,No,Research & Development,20,17,5,6,26,2,Female,No,3,3,4,Research Director
1445,24,No,Sales,5,4,0,3,5,3,Female,Yes,3,3,2,Sales Executive
1446,32,No,Sales,4,3,0,3,7,3,Male,No,3,3,2,Sales Executive
1447,34,No,Research & Development,5,4,0,2,7,2,Female,No,3,2,1,Laboratory Technician
1448,41,No,Research & Development,4,2,0,3,7,5,Male,Yes,3,4,1,Research Scientist
1449,40,No,Research & Development,8,7,0,7,11,2,Male,No,3,3,2,Laboratory Technician
1453,31,No,Sales,13,7,9,9,13,5,Male,No,3,3,3,Sales Executive
1457,46,Yes,Sales,7,7,4,3,28,1,Male,No,3,3,3,Sales Executive
1458,39,Yes,Research & Development,1,0,0,0,11,2,Female,Yes,4,2,1,Laboratory Technician
1459,31,Yes,Research & Development,10,8,4,7,10,2,Female,No,3,4,3,Manufacturing Director
1460,45,No,Research & Development,7,7,0,7,24,2,Male,Yes,3,1,3,Healthcare Representative
1461,31,No,Human Resources,3,2,0,2,8,3,Female,No,3,4,1,Human Resources
1464,31,Yes,Research & Development,2,2,2,2,7,2,Male,Yes,3,3,1,Laboratory Technician
1465,45,No,Research & Development,3,1,1,2,10,4,Male,Yes,3,3,3,Manufacturing Director
1466,48,No,Sales,2,2,2,2,15,3,Male,No,3,3,2,Sales Executive
1467,34,Yes,Human Resources,2,2,2,2,2,0,Female,No,3,3,1,Human Resources
1468,40,No,Research & Development,9,8,4,8,16,5,Male,No,3,2,3,Research Director
1469,28,No,Sales,5,4,1,3,6,4,Male,No,3,3,2,Sales Executive
1471,44,No,Research & Development,5,2,0,3,7,5,Male,No,3,2,1,Laboratory Technician
1472,53,No,Research & Development,9,8,8,8,35,2,Male,No,3,4,4,Research Director
1473,49,No,Research & Development,3,2,1,2,20,0,Male,No,3,3,2,Healthcare Representative
1474,40,No,Research & Development,3,1,1,2,8,3,Male,No,3,3,1,Research Scientist
1475,44,No,Research & Development,5,2,1,3,6,3,Male,No,3,3,1,Research Scientist
1477,33,No,Sales,4,3,0,3,5,2,Male,No,3,3,2,Sales Executive
1478,34,No,Sales,13,9,3,12,15,2,Male,No,3,1,2,Sales Executive
1479,30,No,Sales,2,1,2,2,4,2,Male,No,3,3,2,Sales Executive
1480,42,No,Research & Development,12,9,5,8,12,3,Female,No,3,3,1,Laboratory Technician
1481,44,No,Sales,1,0,0,0,11,4,Female,No,3,3,2,Sales Executive
1482,30,No,Research & Development,1,0,0,0,1,2,Male,No,3,3,1,Research Scientist
1483,57,No,Research & Development,12,9,2,8,13,2,Male,No,4,4,2,Research Scientist
1484,49,No,Research & Development,8,7,0,7,29,3,Male,No,3,3,3,Healthcare Representative
1485,34,No,Research & Development,14,8,6,9,16,3,Male,No,3,3,4,Research Director
1486,28,Yes,Sales,3,2,1,2,5,3,Male,No,3,3,1,Sales Representative
1487,29,Yes,Sales,5,3,0,0,7,4,Female,No,3,3,2,Sales Executive
1489,34,Yes,Sales,15,9,10,10,16,2,Female,Yes,4,2,2,Sales Executive
1492,35,No,Sales,1,0,0,0,1,3,Male,No,3,3,1,Sales Representative
1494,24,Yes,Research & Development,0,0,0,0,4,2,Male,Yes,3,3,1,Laboratory Technician
1495,24,No,Sales,1,0,0,0,1,2,Female,No,3,3,1,Sales Representative
1496,44,No,Research & Development,2,2,2,2,16,2,Male,Yes,3,3,3,Manufacturing Director
1497,29,No,Sales,10,7,0,4,10,3,Male,No,3,2,2,Sales Executive
1499,30,No,Human Resources,5,3,1,3,6,3,Male,No,4,3,1,Human Resources
1501,55,No,Research & Development,3,2,1,2,4,2,Male,Yes,3,3,2,Healthcare Representative
1502,33,No,Research & Development,5,4,0,2,8,5,Female,No,3,2,1,Laboratory Technician
1503,47,No,Sales,5,4,1,2,11,4,Female,Yes,3,3,2,Sales Executive
1504,28,Yes,Research & Development,0,0,0,0,8,2,Male,No,3,2,1,Laboratory Technician
1506,28,No,Research & Development,1,0,0,0,1,2,Male,No,3,2,1,Research Scientist
1507,28,No,Sales,4,2,1,3,5,5,Male,No,3,3,2,Sales Executive
1509,49,No,Research & Development,3,2,1,2,10,3,Female,No,4,2,2,Laboratory Technician
1513,29,No,Research & Development,3,2,0,2,4,3,Female,No,3,3,1,Laboratory Technician
1514,28,No,Research & Development,8,6,1,7,8,2,Male,No,3,1,2,Manufacturing Director
1515,33,No,Research & Development,0,0,0,0,14,6,Male,Yes,3,3,2,Healthcare Representative
1516,32,No,Research & Development,5,2,0,0,10,5,Male,No,4,3,3,Manager
1520,54,No,Research & Development,14,9,1,12,26,2,Female,No,4,3,4,Manager
1522,29,Yes,Research & Development,9,7,0,7,11,2,Male,No,3,2,1,Research Scientist
1523,44,No,Research & Development,20,6,14,17,24,1,Male,No,3,3,4,Research Director
1525,39,No,Research & Development,2,0,2,2,9,3,Female,No,3,3,3,Manufacturing Director
1527,46,No,Sales,13,12,5,1,23,2,Female,No,3,3,4,Manager
1529,35,No,Research & Development,11,8,3,3,11,3,Female,No,3,2,3,Healthcare Representative
1533,23,No,Research & Development,4,3,1,2,5,2,Male,No,3,3,2,Laboratory Technician
1534,40,Yes,Research & Development,5,4,1,0,15,3,Male,No,3,3,1,Laboratory Technician
1535,34,No,Sales,10,9,8,6,10,3,Male,Yes,3,2,3,Sales Executive
1537,31,Yes,Research & Development,7,2,7,7,7,2,Female,No,3,3,1,Research Scientist
1539,50,No,Research & Development,32,6,13,9,32,2,Male,Yes,3,1,4,Research Director
1541,34,No,Sales,11,10,5,7,12,4,Male,Yes,4,3,1,Sales Representative
1542,42,No,Research & Development,1,0,0,0,4,3,Male,No,3,2,1,Laboratory Technician
1543,37,No,Research & Development,10,8,3,7,10,2,Male,No,3,3,2,Research Scientist
1544,29,No,Research & Development,7,7,0,7,9,3,Female,No,3,1,2,Healthcare Representative
1545,33,No,Research & Development,5,3,0,2,5,2,Male,No,3,2,2,Manufacturing Director
1546,45,No,Research & Development,5,4,0,3,8,3,Male,No,4,3,1,Research Scientist
1547,42,No,Research & Development,20,8,13,9,24,3,Male,Yes,3,3,3,Healthcare Representative
1548,40,No,Sales,8,4,7,1,9,5,Male,No,3,3,2,Sales Executive
1549,33,No,Research & Development,15,14,5,7,15,3,Male,Yes,3,3,2,Laboratory Technician
1550,40,No,Human Resources,21,7,7,7,21,2,Male,Yes,4,3,4,Manager
1551,24,No,Research & Development,1,1,0,0,2,3,Male,No,3,2,1,Laboratory Technician
1552,40,No,Research & Development,2,2,2,2,8,2,Male,Yes,3,3,2,Healthcare Representative
1553,45,No,Research & Development,10,8,7,7,10,4,Male,No,3,3,3,Healthcare Representative
1554,35,No,Sales,5,3,4,2,6,5,Female,No,4,2,1,Sales Representative
1555,32,No,Research & Development,7,1,2,5,12,2,Female,No,3,2,2,Research Scientist
1556,36,No,Sales,3,2,1,2,7,3,Male,Yes,4,3,1,Sales Representative
1557,48,No,Sales,8,7,7,7,18,2,Female,No,3,3,2,Sales Executive
1558,29,No,Research & Development,1,0,0,0,5,2,Male,No,3,4,1,Research Scientist
1560,33,No,Sales,2,2,2,2,8,6,Male,No,3,3,2,Sales Executive
1562,30,Yes,Sales,10,8,6,7,10,4,Male,No,3,2,2,Sales Executive
1563,38,No,Human Resources,6,3,1,2,10,2,Male,No,3,3,2,Human Resources
1564,35,No,Research & Development,3,0,1,2,3,3,Male,No,3,2,1,Laboratory Technician
1568,30,No,Sales,4,2,1,3,9,3,Male,No,3,3,3,Sales Executive
1569,35,Yes,Research & Development,1,0,0,0,1,2,Female,Yes,3,3,1,Laboratory Technician
1572,53,Yes,Research & Development,33,7,1,9,34,4,Female,No,3,2,3,Manufacturing Director
1573,38,Yes,Research & Development,5,2,1,4,7,2,Male,No,3,3,2,Manufacturing Director
1574,32,No,Research & Development,6,5,1,2,9,3,Male,No,3,3,2,Research Scientist
1576,48,No,Research & Development,8,2,7,6,10,3,Female,No,3,3,1,Research Scientist
1577,34,No,Research & Development,1,0,0,0,1,4,Male,No,3,3,1,Research Scientist
1578,55,No,Sales,36,6,2,13,36,3,Male,No,4,2,5,Manager
1580,34,No,Research & Development,2,2,2,1,9,3,Male,No,3,3,2,Research Scientist
1581,26,No,Research & Development,1,0,0,0,1,5,Female,No,4,3,1,Research Scientist
1582,38,No,Sales,9,8,7,7,10,3,Male,No,3,3,2,Sales Executive
1583,38,No,Sales,3,2,1,2,8,5,Female,No,3,3,2,Sales Executive
1585,36,No,Sales,1,0,0,0,15,5,Female,No,3,3,2,Sales Executive
1586,29,No,Research & Development,10,9,1,5,10,3,Male,Yes,3,3,1,Laboratory Technician
1587,35,No,Research & Development,5,2,0,4,10,4,Female,Yes,3,3,2,Healthcare Representative
1588,39,No,Sales,7,6,7,6,11,3,Male,No,3,4,3,Sales Executive
1590,29,No,Research & Development,6,4,1,3,6,0,Male,No,3,3,2,Healthcare Representative
1591,50,No,Sales,1,0,0,0,27,2,Male,Yes,3,3,5,Manager
1592,23,No,Research & Development,2,2,2,2,4,2,Male,No,3,4,1,Research Scientist
1594,36,No,Research & Development,3,2,0,2,9,3,Male,Yes,3,4,2,Laboratory Technician
1595,42,No,Research & Development,1,0,0,1,24,2,Male,No,4,2,5,Manager
1596,35,No,Research & Development,10,9,6,8,10,3,Male,No,3,4,2,Laboratory Technician
1597,34,No,Research & Development,8,2,7,7,8,3,Male,No,3,2,2,Healthcare Representative
1598,40,No,Sales,5,4,1,2,5,2,Female,No,3,3,2,Sales Executive
1599,43,No,Research & Development,6,4,0,2,8,0,Male,No,3,4,1,Laboratory Technician
1601,35,No,Research & Development,1,0,0,1,1,5,Male,No,3,2,1,Laboratory Technician
1602,46,No,Sales,26,0,0,12,27,5,Male,No,3,4,4,Manager
1604,28,Yes,Research & Development,1,1,0,0,1,3,Male,Yes,3,3,1,Laboratory Technician
1605,22,No,Research & Development,4,2,1,3,4,2,Female,Yes,3,2,1,Research Scientist
1606,50,No,Research & Development,30,8,12,13,32,3,Male,Yes,3,3,4,Healthcare Representative
1607,32,No,Research & Development,3,2,0,2,6,3,Female,No,3,4,1,Research Scientist
1608,44,No,Research & Development,22,7,1,10,23,4,Female,Yes,3,3,5,Research Director
1609,30,No,Research & Development,6,4,1,1,6,3,Male,No,3,2,1,Research Scientist
1611,45,No,Research & Development,10,7,1,4,10,3,Female,Yes,3,1,2,Laboratory Technician
1612,45,No,Sales,10,7,4,5,10,2,Male,No,3,2,2,Sales Executive
1613,31,No,Sales,5,2,0,3,10,3,Male,No,3,3,2,Sales Executive
1614,36,No,Research & Development,3,2,1,1,7,2,Female,Yes,3,3,2,Manufacturing Director
1615,34,No,Research & Development,9,7,7,2,9,3,Male,No,3,4,2,Manufacturing Director
1617,49,No,Research & Development,9,6,1,4,10,3,Female,No,3,3,1,Laboratory Technician
1618,39,No,Research & Development,7,7,7,7,10,3,Male,No,3,3,2,Manufacturing Director
1619,27,No,Research & Development,7,7,0,7,7,3,Male,No,3,2,1,Laboratory Technician
1621,35,No,Research & Development,16,15,1,10,16,2,Male,No,3,4,2,Research Scientist
1622,28,No,Research & Development,5,3,0,0,6,5,Female,No,4,1,2,Manufacturing Director
1623,21,No,Research & Development,2,2,2,2,3,2,Male,No,3,3,1,Research Scientist
1624,18,Yes,Sales,0,0,0,0,0,2,Female,Yes,3,3,1,Sales Representative
1625,47,No,Human Resources,5,2,1,0,27,2,Female,No,3,3,5,Manager
1627,39,No,Research & Development,10,8,0,7,11,3,Male,No,3,2,2,Laboratory Technician
1628,40,No,Research & Development,18,15,14,12,18,2,Female,No,3,2,3,Manufacturing Director
1630,35,No,Research & Development,14,11,2,9,15,5,Female,No,3,3,2,Healthcare Representative
1631,37,No,Research & Development,4,3,0,2,9,2,Male,No,3,3,2,Manufacturing Director
1633,39,No,Research & Development,9,2,3,8,10,2,Female,No,3,3,2,Manufacturing Director
1635,45,No,Research & Development,10,7,3,9,10,3,Female,No,3,2,2,Manufacturing Director
1638,38,No,Research & Development,5,4,0,2,10,6,Female,Yes,3,2,3,Manufacturing Director
1639,35,Yes,Sales,13,12,6,0,15,3,Male,No,3,2,3,Sales Executive
1640,37,No,Research & Development,8,4,7,7,8,2,Female,No,3,3,1,Research Scientist
1641,40,No,Research & Development,4,2,3,3,18,2,Female,Yes,3,3,3,Manufacturing Director
1642,44,No,Human Resources,10,7,0,2,14,3,Male,Yes,3,3,2,Human Resources
1644,48,No,Research & Development,2,2,2,2,23,3,Male,No,4,2,4,Manager
1645,35,Yes,Sales,2,2,2,2,7,2,Male,Yes,3,1,2,Sales Executive
1646,24,No,Research & Development,6,3,1,3,6,2,Female,Yes,3,3,1,Research Scientist
1647,27,No,Research & Development,3,2,0,2,5,0,Female,No,3,4,1,Research Scientist
1648,27,No,Research & Development,4,2,1,2,6,0,Male,No,3,3,1,Research Scientist
1649,40,Yes,Research & Development,4,2,0,3,10,3,Male,Yes,3,3,1,Laboratory Technician
1650,29,No,Sales,5,2,1,4,8,2,Male,No,3,2,2,Sales Executive
1651,36,No,Research & Development,3,2,0,2,9,6,Female,No,3,3,3,Healthcare Representative
1653,25,No,Research & Development,7,7,0,7,7,6,Male,No,3,4,2,Manufacturing Director
1654,39,No,Research & Development,5,4,1,0,7,3,Male,No,4,3,2,Manufacturing Director
1655,49,No,Research & Development,4,2,1,2,27,2,Female,No,3,3,4,Research Director
1656,50,No,Research & Development,14,11,1,11,19,3,Female,No,3,2,3,Research Director
1657,20,No,Sales,2,2,2,2,2,3,Female,No,3,3,1,Sales Representative
1658,34,No,Research & Development,11,8,7,9,11,2,Female,No,3,3,2,Research Scientist
1659,36,No,Research & Development,4,3,1,3,15,4,Male,No,3,3,1,Laboratory Technician
1661,49,No,Research & Development,15,11,2,12,30,3,Female,Yes,3,2,4,Healthcare Representative
1662,36,No,Research & Development,3,2,1,2,4,6,Female,No,3,2,2,Manufacturing Director
1664,36,No,Research & Development,5,4,0,4,13,3,Male,No,4,4,2,Healthcare Representative
1665,54,No,Research & Development,10,8,4,7,36,6,Female,No,4,3,4,Manager
1666,43,No,Research & Development,14,10,6,11,14,3,Male,No,4,2,4,Research Director
1667,35,Yes,Sales,11,9,6,7,13,2,Male,Yes,4,3,2,Sales Executive
1668,38,No,Research & Development,13,11,2,9,19,4,Male,No,3,3,2,Research Scientist
1669,29,No,Sales,10,0,0,9,10,3,Male,Yes,3,2,2,Sales Executive
1670,33,No,Sales,6,2,0,4,6,5,Male,No,3,3,2,Sales Executive
1671,32,No,Research & Development,9,5,1,6,10,4,Male,No,3,3,2,Research Scientist
1673,31,No,Sales,10,0,0,2,10,2,Female,No,3,3,2,Sales Executive
1674,49,No,Research & Development,2,2,2,2,17,2,Female,Yes,3,3,1,Laboratory Technician
1675,38,No,Research & Development,4,3,3,3,4,3,Female,No,4,2,1,Laboratory Technician
1676,47,No,Sales,3,2,1,2,29,2,Female,No,3,4,4,Manager
1677,49,No,Research & Development,8,7,0,0,23,2,Male,No,3,3,4,Manager
1678,41,No,Sales,2,0,0,2,21,2,Male,Yes,3,3,3,Sales Executive
1680,20,No,Sales,2,2,0,2,2,3,Male,No,3,3,1,Sales Representative
1681,33,No,Sales,6,5,1,2,7,2,Female,Yes,4,3,2,Sales Executive
1682,36,No,Research & Development,3,2,0,2,10,2,Male,No,3,3,2,Healthcare Representative
1683,44,No,Human Resources,2,2,2,2,8,2,Female,Yes,3,3,1,Human Resources
1684,23,Yes,Research & Development,5,4,1,2,5,2,Male,Yes,3,2,1,Laboratory Technician
1687,38,No,Research & Development,0,0,0,0,7,5,Female,No,3,3,1,Laboratory Technician
1689,53,No,Research & Development,4,3,1,2,11,2,Male,No,3,4,3,Healthcare Representative
1691,48,Yes,Sales,9,7,7,7,19,3,Female,Yes,3,3,1,Sales Representative
1692,32,Yes,Research & Development,1,0,0,0,1,2,Male,No,3,3,1,Laboratory Technician
1693,26,No,Research & Development,7,7,5,7,7,5,Male,No,4,3,1,Laboratory Technician
1694,55,No,Research & Development,4,2,1,2,8,1,Male,No,3,2,1,Research Scientist
1696,34,No,Research & Development,15,10,4,13,15,3,Male,No,3,2,2,Laboratory Technician
1697,60,No,Research & Development,1,0,0,0,19,2,Male,No,4,1,3,Healthcare Representative
1698,33,No,Research & Development,14,11,2,13,14,6,Male,No,3,4,1,Laboratory Technician
1700,37,No,Sales,6,3,1,3,6,2,Male,No,3,1,2,Sales Executive
1701,34,No,Research & Development,10,9,8,7,10,3,Female,No,3,2,1,Research Scientist
1702,23,Yes,Sales,3,2,0,2,3,2,Male,Yes,4,3,1,Sales Representative
1703,44,No,Research & Development,8,7,6,7,9,2,Female,Yes,3,4,3,Healthcare Representative
1704,35,No,Research & Development,5,4,1,4,6,2,Male,Yes,3,2,1,Research Scientist
1706,43,No,Sales,10,9,8,8,10,3,Male,Yes,3,3,2,Sales Executive
1707,24,No,Research & Development,5,3,0,4,5,1,Male,No,3,4,1,Research Scientist
1708,41,No,Sales,10,8,8,7,10,3,Male,No,3,3,3,Sales Executive
1709,29,No,Research & Development,5,3,1,2,9,2,Female,No,3,3,1,Laboratory Technician
1710,36,No,Sales,13,7,6,7,17,2,Female,No,3,3,2,Sales Representative
1712,45,No,Research & Development,23,15,14,4,25,3,Male,No,4,2,3,Healthcare Representative
1714,24,Yes,Human Resources,1,0,0,0,1,2,Male,No,3,1,1,Human Resources
1716,47,Yes,Sales,23,5,14,10,25,3,Male,No,3,1,4,Sales Executive
1718,26,No,Research & Development,3,2,0,2,3,3,Male,No,3,1,1,Laboratory Technician
1719,45,No,Research & Development,21,6,8,6,21,2,Female,No,3,2,4,Research Director
1720,32,No,Research & Development,5,2,1,3,10,3,Male,No,3,3,1,Research Scientist
1721,31,No,Research & Development,5,2,0,3,6,2,Male,No,3,3,1,Laboratory Technician
1722,41,No,Human Resources,3,2,1,2,10,4,Male,No,3,1,2,Human Resources
1724,40,No,Research & Development,1,0,0,0,18,3,Female,Yes,3,3,2,Manufacturing Director
1725,24,No,Research & Development,6,2,1,2,6,2,Male,No,3,3,1,Laboratory Technician
1727,46,No,Research & Development,10,7,0,9,19,3,Male,No,3,3,2,Healthcare Representative
1728,35,No,Research & Development,7,7,0,7,17,3,Male,No,3,3,2,Manufacturing Director
1729,30,No,Research & Development,10,0,0,8,10,2,Male,No,3,3,1,Research Scientist
1731,47,No,Sales,1,0,0,0,4,3,Male,No,3,3,2,Sales Executive
1732,46,No,Sales,10,6,0,3,13,5,Male,Yes,3,3,3,Sales Executive
1733,36,Yes,Sales,2,2,2,2,16,3,Male,Yes,3,2,2,Sales Executive
1734,32,Yes,Sales,0,0,0,0,10,2,Male,No,3,1,2,Sales Executive
1735,23,No,Research & Development,3,2,1,2,3,3,Female,No,3,3,1,Laboratory Technician
1736,31,No,Research & Development,5,4,1,4,9,3,Female,No,4,3,2,Manufacturing Director
1737,39,No,Research & Development,9,8,5,8,9,2,Male,Yes,3,3,2,Laboratory Technician
1739,32,No,Sales,4,3,0,2,10,2,Male,No,3,1,3,Sales Executive
1740,40,No,Sales,21,8,12,8,21,3,Male,No,3,3,5,Manager
1744,45,No,Human Resources,5,0,0,3,9,2,Female,No,4,1,3,Human Resources
1745,30,No,Research & Development,9,7,0,7,10,2,Female,No,3,2,1,Research Scientist
1746,24,No,Human Resources,2,2,2,1,3,2,Male,No,3,3,1,Human Resources
1747,30,Yes,Human Resources,4,2,1,2,6,0,Female,No,3,2,1,Human Resources
1749,31,No,Sales,5,2,0,2,6,3,Male,No,3,3,2,Sales Executive
1751,27,No,Research & Development,6,2,1,4,6,5,Female,No,3,3,1,Research Scientist
1752,29,Yes,Sales,2,2,2,2,2,3,Female,No,3,1,1,Sales Representative
1753,29,No,Research & Development,3,2,0,2,10,5,Male,Yes,3,4,2,Healthcare Representative
1754,30,No,Sales,7,7,1,7,12,2,Male,No,3,2,3,Sales Executive
1755,34,No,Research & Development,5,0,1,2,6,3,Male,Yes,3,4,1,Research Scientist
1756,33,No,Sales,11,7,1,7,13,2,Female,No,3,3,2,Sales Executive
1757,49,No,Sales,5,1,0,4,8,1,Female,No,3,3,2,Sales Executive
1758,33,Yes,Sales,0,0,0,0,11,2,Female,Yes,4,3,3,Sales Executive
1760,38,No,Research & Development,6,1,0,5,9,4,Female,No,3,2,1,Laboratory Technician
1761,31,Yes,Sales,1,0,0,0,10,2,Male,No,3,3,3,Sales Executive
1762,29,No,Research & Development,1,0,0,0,1,2,Female,No,3,2,1,Research Scientist
1763,30,No,Research & Development,7,0,1,7,10,3,Male,No,3,4,2,Healthcare Representative
1764,32,No,Research & Development,7,7,0,7,12,3,Male,No,3,3,1,Research Scientist
1766,38,No,Research & Development,1,0,1,0,15,2,Male,Yes,3,1,2,Healthcare Representative
1767,43,Yes,Research & Development,1,0,0,0,6,4,Male,Yes,3,2,1,Research Scientist
1768,42,No,Research & Development,5,3,0,4,7,6,Male,No,4,3,1,Laboratory Technician
1770,55,No,Research & Development,1,0,0,0,34,2,Male,No,3,2,5,Research Director
1771,33,No,Research & Development,9,8,1,7,11,2,Male,No,3,3,2,Research Scientist
1772,41,No,Research & Development,5,3,0,4,5,2,Male,No,4,3,1,Laboratory Technician
1774,34,No,Sales,15,14,0,7,15,3,Male,Yes,3,3,2,Sales Executive
1775,53,No,Research & Development,3,2,0,2,27,2,Female,Yes,4,2,4,Manufacturing Director
1778,43,No,Human Resources,9,7,1,8,10,5,Male,No,3,3,1,Human Resources
1779,34,No,Sales,2,2,2,2,6,3,Female,No,3,1,2,Sales Executive
1780,21,Yes,Sales,1,0,1,0,1,3,Male,No,3,3,1,Sales Representative
1782,38,No,Research & Development,5,4,0,4,5,3,Female,No,3,2,1,Laboratory Technician
1783,22,Yes,Research & Development,1,0,0,0,1,6,Female,Yes,3,3,1,Laboratory Technician
1784,31,No,Sales,12,7,5,7,13,3,Female,No,3,2,2,Sales Executive
1786,51,No,Research & Development,2,2,2,2,15,2,Female,No,3,3,3,Manager
1787,37,No,Sales,5,2,0,3,5,2,Male,No,3,2,2,Sales Executive
1789,46,No,Research & Development,2,1,2,2,24,3,Male,Yes,3,3,5,Research Director
1790,36,No,Research & Development,12,8,5,7,15,1,Male,Yes,3,3,3,Healthcare Representative
1792,44,Yes,Research & Development,5,3,2,3,6,2,Male,Yes,3,3,1,Research Scientist
1794,37,No,Human Resources,10,0,4,7,19,4,Male,No,3,3,2,Human Resources
1797,35,Yes,Sales,10,7,7,7,10,2,Male,Yes,3,3,2,Sales Executive
