,EmployeeNumber,Age,Attrition,Department,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,Gender,OverTime,PerformanceRating,JobInvolvement,JobLevel,JobRole
924,1291,35,No,Research & Development,3,2,2,2,4,3,Male,Yes,3,3,1,Research Scientist
925,1292,42,No,Research & Development,1,0,0,0,18,2,Female,Yes,3,4,2,Research Scientist
926,1293,43,No,Sales,21,7,15,17,23,3,Female,No,3,2,3,Sales Executive
927,1294,36,No,Research & Development,16,14,5,12,18,2,Female,Yes,3,3,2,Manufacturing Director
928,1295,44,Yes,Research & Development,10,7,0,5,10,2,Female,No,3,3,3,Healthcare Representative
929,1296,28,No,Research & Development,2,2,2,2,2,2,Male,Yes,3,2,1,Laboratory Technician
930,1297,51,No,Research & Development,7,0,7,7,8,6,Female,No,3,2,1,Laboratory Technician
931,1298,30,No,Research & Development,8,4,1,7,10,3,Female,Yes,3,3,2,Manufacturing Director
932,1299,29,Yes,Research & Development,7,7,7,7,10,2,Female,Yes,3,3,1,Laboratory Technician
933,1301,28,No,Research & Development,3,2,1,2,5,2,Male,No,3,3,1,Research Scientist
934,1303,25,No,Research & Development,2,2,2,1,2,3,Female,No,3,3,1,Research Scientist
935,1304,32,No,Sales,10,7,0,8,10,4,Male,No,3,4,2,Sales Executive
936,1306,45,No,Research & Development,0,0,0,0,22,4,Female,No,4,3,5,Manager
937,1307,39,No,Research & Development,19,9,15,2,21,4,Female,Yes,3,2,4,Manager
938,1308,58,No,Research & Development,2,2,2,2,2,3,Male,No,3,3,1,Research Scientist
939,1309,32,Yes,Research & Development,10,4,1,1,10,3,Male,No,3,3,2,Laboratory Technician
940,1310,39,Yes,Research & Development,5,2,0,3,6,2,Male,No,3,3,1,Research Scientist
941,1311,30,No,Research & Development,9,2,6,7,10,6,Female,No,3,2,2,Laboratory Technician
942,1312,36,No,Research & Development,7,7,1,7,10,0,Female,No,3,3,3,Healthcare Representative
943,1314,46,No,Human Resources,7,6,5,7,10,3,Female,No,3,3,1,Human Resources
944,1315,28,No,Research & Development,9,8,7,5,10,6,Female,No,3,1,2,Laboratory Technician
945,1317,50,No,Research & Development,3,2,1,2,25,2,Female,Yes,3,3,4,Research Director
946,1318,40,Yes,Sales,5,4,1,0,9,2,Male,Yes,3,2,3,Sales Executive
947,1319,52,Yes,Sales,8,7,7,7,10,2,Male,Yes,3,3,3,Sales Executive
948,1321,30,No,Research & Development,9,1,0,8,9,2,Female,Yes,4,3,3,Manager
949,1322,39,No,Research & Development,8,7,1,7,9,6,Male,No,3,3,2,Manufacturing Director
950,1324,31,No,Sales,10,8,9,6,10,5,Female,Yes,3,3,3,Sales Executive
951,1329,41,No,Sales,19,2,11,9,19,4,Male,No,3,1,2,Sales Executive
952,1331,31,Yes,Sales,3,2,2,2,3,2,Female,Yes,3,3,1,Sales Representative
953,1333,44,Yes,Research & Development,3,2,1,2,10,4,Male,No,3,3,1,Laboratory Technician
954,1334,42,No,Research & Development,20,8,2,10,21,3,Male,Yes,3,3,4,Manager
955,1336,55,No,Research & Development,19,9,9,11,23,5,Female,No,3,1,5,Manager
956,1338,56,No,Human Resources,7,3,7,7,36,4,Male,No,3,3,5,Manager
957,1340,40,No,Research & Development,4,2,0,0,6,0,Male,No,3,3,1,Research Scientist
958,1344,34,No,Research & Development,9,7,1,6,10,0,Male,No,3,3,3,Healthcare Representative
959,1346,40,No,Research & Development,9,8,8,8,9,4,Male,No,3,3,2,Research Scientist
960,1349,41,No,Sales,9,3,1,7,10,2,Female,No,3,3,2,Sales Executive
961,1350,35,No,Research & Development,9,6,1,1,9,3,Male,Yes,3,3,2,Research Scientist
962,1352,51,No,Human Resources,33,9,0,10,33,2,Male,Yes,3,3,4,Manager
963,1355,38,No,Sales,7,7,1,7,11,3,Female,No,3,3,2,Sales Executive
964,1356,34,No,Sales,10,8,9,6,10,6,Female,No,3,3,2,Sales Executive
965,1358,25,No,Research & Development,3,2,1,2,7,6,Male,No,3,3,1,Laboratory Technician
966,1360,58,Yes,Research & Development,10,9,5,9,31,0,Female,Yes,3,2,3,Manufacturing Director
967,1361,40,No,Research & Development,4,2,0,3,7,3,Male,No,4,3,1,Laboratory Technician
968,1362,36,No,Sales,15,7,6,13,17,2,Female,No,3,4,2,Sales Executive
969,1363,48,No,Research & Development,10,9,0,8,11,2,Male,No,3,3,3,Manufacturing Director
970,1364,27,No,Sales,1,0,0,0,5,4,Female,No,3,4,1,Sales Representative
971,1367,51,No,Research & Development,5,2,0,3,29,1,Female,No,3,2,4,Manufacturing Director
972,1368,18,No,Research & Development,0,0,0,0,0,5,Female,No,3,3,1,Laboratory Technician
973,1369,35,No,Research & Development,9,7,0,0,10,0,Female,No,3,2,2,Laboratory Technician
974,1371,27,No,Sales,6,2,0,0,8,3,Male,No,4,1,2,Sales Executive
975,1372,55,Yes,Sales,19,7,3,8,24,2,Male,Yes,3,4,4,Sales Executive
976,1373,56,No,Research & Development,19,16,15,9,33,0,Male,Yes,3,3,4,Manufacturing Director
977,1374,34,No,Research & Development,5,4,0,0,5,2,Female,No,4,2,1,Research Scientist
978,1375,40,No,Research & Development,12,11,11,8,15,0,Female,No,4,4,2,Healthcare Representative
979,1377,34,No,Research & Development,8,7,7,7,10,1,Male,No,3,3,2,Laboratory Technician
980,1379,31,Yes,Sales,1,0,0,0,3,3,Female,No,3,2,1,Sales Representative
981,1380,35,Yes,Sales,4,2,3,2,5,0,Female,Yes,3,3,2,Sales Executive
982,1382,38,No,Research & Development,4,2,0,3,4,2,Male,No,3,4,1,Research Scientist
983,1383,34,No,Research & Development,14,11,4,11,14,2,Female,No,3,3,2,Healthcare Representative
984,1387,28,No,Sales,5,3,0,4,5,0,Male,No,3,2,2,Sales Executive
985,1389,31,Yes,Research & Development,10,2,6,7,10,3,Male,Yes,3,3,2,Manufacturing Director
986,1390,39,No,Sales,5,4,1,4,8,2,Male,Yes,3,2,2,Sales Executive
987,1391,51,No,Sales,4,2,3,2,14,5,Male,No,3,3,3,Sales Executive
988,1392,41,No,Research & Development,6,2,3,3,12,4,Female,Yes,3,3,2,Research Scientist
989,1394,37,No,Research & Development,6,4,1,3,8,2,Male,Yes,3,3,1,Research Scientist
990,1395,33,No,Sales,5,4,1,2,8,2,Male,No,3,3,2,Sales Executive
991,1396,32,No,Sales,3,2,1,2,4,3,Male,Yes,3,3,2,Sales Executive
992,1397,39,No,Research & Development,6,4,0,5,13,2,Male,No,4,3,3,Healthcare Representative
993,1399,25,No,Sales,3,2,1,2,6,3,Male,No,3,4,2,Sales Executive
994,1401,52,No,Research & Development,5,3,0,2,24,3,Female,Yes,3,4,4,Manufacturing Director
995,1402,43,No,Research & Development,20,7,1,8,20,3,Female,Yes,3,2,2,Research Scientist
996,1403,27,No,Sales,6,2,4,4,6,3,Female,Yes,3,2,2,Sales Executive
997,1405,27,Yes,Research & Development,8,2,7,7,8,2,Female,Yes,3,3,1,Research Scientist
998,1407,26,No,Research & Development,4,3,1,1,5,2,Male,No,3,2,1,Research Scientist
999,1408,42,No,Human Resources,20,7,0,9,21,5,Female,No,3,3,4,Manager
1000,1409,52,No,Research & Development,5,4,0,4,12,2,Female,No,3,3,1,Laboratory Technician
1001,1411,37,No,Research & Development,3,2,0,2,8,6,Female,No,3,3,1,Laboratory Technician
1002,1412,35,No,Research & Development,2,2,2,2,10,2,Male,No,3,3,3,Manufacturing Director
1003,1415,25,No,Research & Development,3,2,0,2,7,2,Male,No,3,3,1,Laboratory Technician
1004,1417,26,No,Research & Development,7,7,0,7,8,2,Male,No,3,4,1,Laboratory Technician
1005,1419,29,No,Human Resources,10,9,0,9,10,3,Male,No,3,2,3,Human Resources
1006,1420,49,Yes,Research & Development,4,3,1,3,20,2,Male,No,4,2,2,Laboratory Technician
1007,1421,29,Yes,Research & Development,8,7,7,7,9,1,Female,Yes,3,3,3,Healthcare Representative
1008,1422,54,No,Research & Development,20,7,12,7,29,3,Female,No,3,3,4,Research Director
1009,1423,58,No,Research & Development,9,8,1,5,32,3,Female,Yes,4,3,5,Research Director
1010,1424,55,No,Research & Development,7,7,0,0,31,4,Male,No,3,4,4,Research Director
1011,1425,36,No,Sales,5,4,0,1,15,3,Female,Yes,3,3,2,Sales Executive
1012,1427,31,Yes,Sales,1,0,0,0,1,3,Female,No,3,1,1,Sales Representative
1013,1428,30,No,Sales,3,2,0,2,8,3,Female,No,3,3,2,Sales Executive
1014,1430,31,No,Research & Development,3,2,1,0,9,3,Female,No,3,3,4,Research Director
1015,1431,34,No,Research & Development,4,3,1,3,10,2,Male,No,3,3,1,Research Scientist
1016,1433,31,Yes,Research & Development,1,0,0,0,1,3,Female,No,3,2,1,Research Scientist
1017,1434,27,No,Research & Development,5,0,1,4,6,3,Male,No,3,3,1,Laboratory Technician
1018,1435,36,No,Research & Development,10,4,1,8,10,2,Male,No,3,2,2,Laboratory Technician
1019,1436,36,No,Sales,3,2,0,2,11,3,Female,No,3,2,2,Sales Executive
1020,1438,47,No,Research & Development,6,5,1,2,17,2,Male,No,3,3,1,Research Scientist
1021,1439,25,Yes,Sales,3,2,2,2,6,2,Male,No,3,2,1,Sales Representative
1022,1440,37,No,Research & Development,6,5,1,3,7,2,Male,No,3,4,1,Laboratory Technician
1023,1441,56,No,Research & Development,3,2,1,0,5,3,Female,No,4,3,1,Research Scientist
1024,1443,47,No,Research & Development,20,17,5,6,26,2,Female,No,3,3,4,Research Director
1025,1445,24,No,Sales,5,4,0,3,5,3,Female,Yes,3,3,2,Sales Executive
1026,1446,32,No,Sales,4,3,0,3,7,3,Male,No,3,3,2,Sales Executive
1027,1447,34,No,Research & Development,5,4,0,2,7,2,Female,No,3,2,1,Laboratory Technician
1028,1448,41,No,Research & Development,4,2,0,3,7,5,Male,Yes,3,4,1,Research Scientist
1029,1449,40,No,Research & Development,8,7,0,7,11,2,Male,No,3,3,2,Laboratory Technician
1030,1453,31,No,Sales,13,7,9,9,13,5,Male,No,3,3,3,Sales Executive
1031,1457,46,Yes,Sales,7,7,4,3,28,1,Male,No,3,3,3,Sales Executive
1032,1458,39,Yes,Research & Development,1,0,0,0,11,2,Female,Yes,4,2,1,Laboratory Technician
1033,1459,31,Yes,Research & Development,10,8,4,7,10,2,Female,No,3,4,3,Manufacturing Director
1034,1460,45,No,Research & Development,7,7,0,7,24,2,Male,Yes,3,1,3,Healthcare Representative
1035,1461,31,No,Human Resources,3,2,0,2,8,3,Female,No,3,4,1,Human Resources
1036,1464,31,Yes,Research & Development,2,2,2,2,7,2,Male,Yes,3,3,1,Laboratory Technician
1037,1465,45,No,Research & Development,3,1,1,2,10,4,Male,Yes,3,3,3,Manufacturing Director
1038,1466,48,No,Sales,2,2,2,2,15,3,Male,No,3,3,2,Sales Executive
1039,1467,34,Yes,Human Resources,2,2,2,2,2,0,Female,No,3,3,1,Human Resources
1040,1468,40,No,Research & Development,9,8,4,8,16,5,Male,No,3,2,3,Research Director
1041,1469,28,No,Sales,5,4,1,3,6,4,Male,No,3,3,2,Sales Executive
1042,1471,44,No,Research & Development,5,2,0,3,7,5,Male,No,3,2,1,Laboratory Technician
1043,1472,53,No,Research & Development,9,8,8,8,35,2,Male,No,3,4,4,Research Director
1044,1473,49,No,Research & Development,3,2,1,2,20,0,Male,No,3,3,2,Healthcare Representative
1045,1474,40,No,Research & Development,3,1,1,2,8,3,Male,No,3,3,1,Research Scientist
1046,1475,44,No,Research & Development,5,2,1,3,6,3,Male,No,3,3,1,Research Scientist
1047,1477,33,No,Sales,4,3,0,3,5,2,Male,No,3,3,2,Sales Executive
1048,1478,34,No,Sales,13,9,3,12,15,2,Male,No,3,1,2,Sales Executive
1049,1479,30,No,Sales,2,1,2,2,4,2,Male,No,3,3,2,Sales Executive
1050,1480,42,No,Research & Development,12,9,5,8,12,3,Female,No,3,3,1,Laboratory Technician
1051,1481,44,No,Sales,1,0,0,0,11,4,Female,No,3,3,2,Sales Executive
1052,1482,30,No,Research & Development,1,0,0,0,1,2,Male,No,3,3,1,Research Scientist
1053,1483,57,No,Research & Development,12,9,2,8,13,2,Male,No,4,4,2,Research Scientist
1054,1484,49,No,Research & Development,8,7,0,7,29,3,Male,No,3,3,3,Healthcare Representative
1055,1485,34,No,Research & Development,14,8,6,9,16,3,Male,No,3,3,4,Research Director
1056,1486,28,Yes,Sales,3,2,1,2,5,3,Male,No,3,3,1,Sales Representative
1057,1487,29,Yes,Sales,5,3,0,0,7,4,Female,No,3,3,2,Sales Executive
1058,1489,34,Yes,Sales,15,9,10,10,16,2,Female,Yes,4,2,2,Sales Executive
1059,1492,35,No,Sales,1,0,0,0,1,3,Male,No,3,3,1,Sales Representative
1060,1494,24,Yes,Research & Development,0,0,0,0,4,2,Male,Yes,3,3,1,Laboratory Technician
1061,1495,24,No,Sales,1,0,0,0,1,2,Female,No,3,3,1,Sales Representative
1062,1496,44,No,Research & Development,2,2,2,2,16,2,Male,Yes,3,3,3,Manufacturing Director
1063,1497,29,No,Sales,10,7,0,4,10,3,Male,No,3,2,2,Sales Executive
1064,1499,30,No,Human Resources,5,3,1,3,6,3,Male,No,4,3,1,Human Resources
1065,1501,55,No,Research & Development,3,2,1,2,4,2,Male,Yes,3,3,2,Healthcare Representative
1066,1502,33,No,Research & Development,5,4,0,2,8,5,Female,No,3,2,1,Laboratory Technician
1067,1503,47,No,Sales,5,4,1,2,11,4,Female,Yes,3,3,2,Sales Executive
1068,1504,28,Yes,Research & Development,0,0,0,0,8,2,Male,No,3,2,1,Laboratory Technician
1069,1506,28,No,Research & Development,1,0,0,0,1,2,Male,No,3,2,1,Research Scientist
1070,1507,28,No,Sales,4,2,1,3,5,5,Male,No,3,3,2,Sales Executive
1071,1509,49,No,Research & Development,3,2,1,2,10,3,Female,No,4,2,2,Laboratory Technician
1072,1513,29,No,Research & Development,3,2,0,2,4,3,Female,No,3,3,1,Laboratory Technician
1073,1514,28,No,Research & Development,8,6,1,7,8,2,Male,No,3,1,2,Manufacturing Director
1074,1515,33,No,Research & Development,0,0,0,0,14,6,Male,Yes,3,3,2,Healthcare Representative
1075,1516,32,No,Research & Development,5,2,0,0,10,5,Male,No,4,3,3,Manager
1076,1520,54,No,Research & Development,14,9,1,12,26,2,Female,No,4,3,4,Manager
1077,1522,29,Yes,Research & Development,9,7,0,7,11,2,Male,No,3,2,1,Research Scientist
1078,1523,44,No,Research & Development,20,6,14,17,24,1,Male,No,3,3,4,Research Director
1079,1525,39,No,Research & Development,2,0,2,2,9,3,Female,No,3,3,3,Manufacturing Director
1080,1527,46,No,Sales,13,12,5,1,23,2,Female,No,3,3,4,Manager
1081,1529,35,No,Research & Development,11,8,3,3,11,3,Female,No,3,2,3,Healthcare Representative
1082,1533,23,No,Research & Development,4,3,1,2,5,2,Male,No,3,3,2,Laboratory Technician
1083,1534,40,Yes,Research & Development,5,4,1,0,15,3,Male,No,3,3,1,Laboratory Technician
1084,1535,34,No,Sales,10,9,8,6,10,3,Male,Yes,3,2,3,Sales Executive
1085,1537,31,Yes,Research & Development,7,2,7,7,7,2,Female,No,3,3,1,Research Scientist
1086,1539,50,No,Research & Development,32,6,13,9,32,2,Male,Yes,3,1,4,Research Director
1087,1541,34,No,Sales,11,10,5,7,12,4,Male,Yes,4,3,1,Sales Representative
1088,1542,42,No,Research & Development,1,0,0,0,4,3,Male,No,3,2,1,Laboratory Technician
1089,1543,37,No,Research & Development,10,8,3,7,10,2,Male,No,3,3,2,Research Scientist
1090,1544,29,No,Research & Development,7,7,0,7,9,3,Female,No,3,1,2,Healthcare Representative
1091,1545,33,No,Research & Development,5,3,0,2,5,2,Male,No,3,2,2,Manufacturing Director
1092,1546,45,No,Research & Development,5,4,0,3,8,3,Male,No,4,3,1,Research Scientist
1093,1547,42,No,Research & Development,20,8,13,9,24,3,Male,Yes,3,3,3,Healthcare Representative
1094,1548,40,No,Sales,8,4,7,1,9,5,Male,No,3,3,2,Sales Executive
1095,1549,33,No,Research & Development,15,14,5,7,15,3,Male,Yes,3,3,2,Laboratory Technician
1096,1550,40,No,Human Resources,21,7,7,7,21,2,Male,Yes,4,3,4,Manager
1097,1551,24,No,Research & Development,1,1,0,0,2,3,Male,No,3,2,1,Laboratory Technician
1098,1552,40,No,Research & Development,2,2,2,2,8,2,Male,Yes,3,3,2,Healthcare Representative
1099,1553,45,No,Research & Development,10,8,7,7,10,4,Male,No,3,3,3,Healthcare Representative
1100,1554,35,No,Sales,5,3,4,2,6,5,Female,No,4,2,1,Sales Representative
1101,1555,32,No,Research & Development,7,1,2,5,12,2,Female,No,3,2,2,Research Scientist
1102,1556,36,No,Sales,3,2,1,2,7,3,Male,Yes,4,3,1,Sales Representative
1103,1557,48,No,Sales,8,7,7,7,18,2,Female,No,3,3,2,Sales Executive
1104,1558,29,No,Research & Development,1,0,0,0,5,2,Male,No,3,4,1,Research Scientist
1105,1560,33,No,Sales,2,2,2,2,8,6,Male,No,3,3,2,Sales Executive
1106,1562,30,Yes,Sales,10,8,6,7,10,4,Male,No,3,2,2,Sales Executive
1107,1563,38,No,Human Resources,6,3,1,2,10,2,Male,No,3,3,2,Human Resources
1108,1564,35,No,Research & Development,3,0,1,2,3,3,Male,No,3,2,1,Laboratory Technician
1109,1568,30,No,Sales,4,2,1,3,9,3,Male,No,3,3,3,Sales Executive
1110,1569,35,Yes,Research & Development,1,0,0,0,1,2,Female,Yes,3,3,1,Laboratory Technician
1111,1572,53,Yes,Research & Development,33,7,1,9,34,4,Female,No,3,2,3,Manufacturing Director
1112,1573,38,Yes,Research & Development,5,2,1,4,7,2,Male,No,3,3,2,Manufacturing Director
1113,1574,32,No,Research & Development,6,5,1,2,9,3,Male,No,3,3,2,Research Scientist
1114,1576,48,No,Research & Development,8,2,7,6,10,3,Female,No,3,3,1,Research Scientist
1115,1577,34,No,Research & Development,1,0,0,0,1,4,Male,No,3,3,1,Research Scientist
1116,1578,55,No,Sales,36,6,2,13,36,3,Male,No,4,2,5,Manager
1117,1580,34,No,Research & Development,2,2,2,1,9,3,Male,No,3,3,2,Research Scientist
1118,1581,26,No,Research & Development,1,0,0,0,1,5,Female,No,4,3,1,Research Scientist
1119,1582,38,No,Sales,9,8,7,7,10,3,Male,No,3,3,2,Sales Executive
1120,1583,38,No,Sales,3,2,1,2,8,5,Female,No,3,3,2,Sales Executive
1121,1585,36,No,Sales,1,0,0,0,15,5,Female,No,3,3,2,Sales Executive
1122,1586,29,No,Research & Development,10,9,1,5,10,3,Male,Yes,3,3,1,Laboratory Technician
1123,1587,35,No,Research & Development,5,2,0,4,10,4,Female,Yes,3,3,2,Healthcare Representative
1124,1588,39,No,Sales,7,6,7,6,11,3,Male,No,3,4,3,Sales Executive
1125,1590,29,No,Research & Development,6,4,1,3,6,0,Male,No,3,3,2,Healthcare Representative
1126,1591,50,No,Sales,1,0,0,0,27,2,Male,Yes,3,3,5,Manager
1127,1592,23,No,Research & Development,2,2,2,2,4,2,Male,No,3,4,1,Research Scientist
1128,1594,36,No,Research & Development,3,2,0,2,9,3,Male,Yes,3,4,2,Laboratory Technician
1129,1595,42,No,Research & Development,1,0,0,1,24,2,Male,No,4,2,5,Manager
1130,1596,35,No,Research & Development,10,9,6,8,10,3,Male,No,3,4,2,Laboratory Technician
1131,1597,34,No,Research & Development,8,2,7,7,8,3,Male,No,3,2,2,Healthcare Representative
1132,1598,40,No,Sales,5,4,1,2,5,2,Female,No,3,3,2,Sales Executive
1133,1599,43,No,Research & Development,6,4,0,2,8,0,Male,No,3,4,1,Laboratory Technician
1134,1601,35,No,Research & Development,1,0,0,1,1,5,Male,No,3,2,1,Laboratory Technician
1135,1602,46,No,Sales,26,0,0,12,27,5,Male,No,3,4,4,Manager
1136,1604,28,Yes,Research & Development,1,1,0,0,1,3,Male,Yes,3,3,1,Laboratory Technician
1137,1605,22,No,Research & Development,4,2,1,3,4,2,Female,Yes,3,2,1,Research Scientist
1138,1606,50,No,Research & Development,30,8,12,13,32,3,Male,Yes,3,3,4,Healthcare Representative
1139,1607,32,No,Research & Development,3,2,0,2,6,3,Female,No,3,4,1,Research Scientist
1140,1608,44,No,Research & Development,22,7,1,10,23,4,Female,Yes,3,3,5,Research Director
1141,1609,30,No,Research & Development,6,4,1,1,6,3,Male,No,3,2,1,Research Scientist
1142,1611,45,No,Research & Development,10,7,1,4,10,3,Female,Yes,3,1,2,Laboratory Technician
1143,1612,45,No,Sales,10,7,4,5,10,2,Male,No,3,2,2,Sales Executive
1144,1613,31,No,Sales,5,2,0,3,10,3,Male,No,3,3,2,Sales Executive
1145,1614,36,No,Research & Development,3,2,1,1,7,2,Female,Yes,3,3,2,Manufacturing Director
1146,1615,34,No,Research & Development,9,7,7,2,9,3,Male,No,3,4,2,Manufacturing Director
1147,1617,49,No,Research & Development,9,6,1,4,10,3,Female,No,3,3,1,Laboratory Technician
1148,1618,39,No,Research & Development,7,7,7,7,10,3,Male,No,3,3,2,Manufacturing Director
1149,1619,27,No,Research & Development,7,7,0,7,7,3,Male,No,3,2,1,Laboratory Technician
1150,1621,35,No,Research & Development,16,15,1,10,16,2,Male,No,3,4,2,Research Scientist
1151,1622,28,No,Research & Development,5,3,0,0,6,5,Female,No,4,1,2,Manufacturing Director
1152,1623,21,No,Research & Development,2,2,2,2,3,2,Male,No,3,3,1,Research Scientist
1153,1624,18,Yes,Sales,0,0,0,0,0,2,Female,Yes,3,3,1,Sales Representative
1154,1625,47,No,Human Resources,5,2,1,0,27,2,Female,No,3,3,5,Manager
1155,1627,39,No,Research & Development,10,8,0,7,11,3,Male,No,3,2,2,Laboratory Technician
1156,1628,40,No,Research & Development,18,15,14,12,18,2,Female,No,3,2,3,Manufacturing Director
1157,1630,35,No,Research & Development,14,11,2,9,15,5,Female,No,3,3,2,Healthcare Representative
1158,1631,37,No,Research & Development,4,3,0,2,9,2,Male,No,3,3,2,Manufacturing Director
1159,1633,39,No,Research & Development,9,2,3,8,10,2,Female,No,3,3,2,Manufacturing Director
1160,1635,45,No,Research & Development,10,7,3,9,10,3,Female,No,3,2,2,Manufacturing Director
1161,1638,38,No,Research & Development,5,4,0,2,10,6,Female,Yes,3,2,3,Manufacturing Director
1162,1639,35,Yes,Sales,13,12,6,0,15,3,Male,No,3,2,3,Sales Executive
1163,1640,37,No,Research & Development,8,4,7,7,8,2,Female,No,3,3,1,Research Scientist
1164,1641,40,No,Research & Development,4,2,3,3,18,2,Female,Yes,3,3,3,Manufacturing Director
1165,1642,44,No,Human Resources,10,7,0,2,14,3,Male,Yes,3,3,2,Human Resources
1166,1644,48,No,Research & Development,2,2,2,2,23,3,Male,No,4,2,4,Manager
1167,1645,35,Yes,Sales,2,2,2,2,7,2,Male,Yes,3,1,2,Sales Executive
1168,1646,24,No,Research & Development,6,3,1,3,6,2,Female,Yes,3,3,1,Research Scientist
1169,1647,27,No,Research & Development,3,2,0,2,5,0,Female,No,3,4,1,Research Scientist
1170,1648,27,No,Research & Development,4,2,1,2,6,0,Male,No,3,3,1,Research Scientist
1171,1649,40,Yes,Research & Development,4,2,0,3,10,3,Male,Yes,3,3,1,Laboratory Technician
1172,1650,29,No,Sales,5,2,1,4,8,2,Male,No,3,2,2,Sales Executive
1173,1651,36,No,Research & Development,3,2,0,2,9,6,Female,No,3,3,3,Healthcare Representative
1174,1653,25,No,Research & Development,7,7,0,7,7,6,Male,No,3,4,2,Manufacturing Director
1175,1654,39,No,Research & Development,5,4,1,0,7,3,Male,No,4,3,2,Manufacturing Director
1176,1655,49,No,Research & Development,4,2,1,2,27,2,Female,No,3,3,4,Research Director
1177,1656,50,No,Research & Development,14,11,1,11,19,3,Female,No,3,2,3,Research Director
1178,1657,20,No,Sales,2,2,2,2,2,3,Female,No,3,3,1,Sales Representative
1179,1658,34,No,Research & Development,11,8,7,9,11,2,Female,No,3,3,2,Research Scientist
1180,1659,36,No,Research & Development,4,3,1,3,15,4,Male,No,3,3,1,Laboratory Technician
1181,1661,49,No,Research & Development,15,11,2,12,30,3,Female,Yes,3,2,4,Healthcare Representative
1182,1662,36,No,Research & Development,3,2,1,2,4,6,Female,No,3,2,2,Manufacturing Director
1183,1664,36,No,Research & Development,5,4,0,4,13,3,Male,No,4,4,2,Healthcare Representative
1184,1665,54,No,Research & Development,10,8,4,7,36,6,Female,No,4,3,4,Manager
1185,1666,43,No,Research & Development,14,10,6,11,14,3,Male,No,4,2,4,Research Director
1186,1667,35,Yes,Sales,11,9,6,7,13,2,Male,Yes,4,3,2,Sales Executive
1187,1668,38,No,Research & Development,13,11,2,9,19,4,Male,No,3,3,2,Research Scientist
1188,1669,29,No,Sales,10,0,0,9,10,3,Male,Yes,3,2,2,Sales Executive
1189,1670,33,No,Sales,6,2,0,4,6,5,Male,No,3,3,2,Sales Executive
1190,1671,32,No,Research & Development,9,5,1,6,10,4,Male,No,3,3,2,Research Scientist
1191,1673,31,No,Sales,10,0,0,2,10,2,Female,No,3,3,2,Sales Executive
1192,1674,49,No,Research & Development,2,2,2,2,17,2,Female,Yes,3,3,1,Laboratory Technician
1193,1675,38,No,Research & Development,4,3,3,3,4,3,Female,No,4,2,1,Laboratory Technician
1194,1676,47,No,Sales,3,2,1,2,29,2,Female,No,3,4,4,Manager
1195,1677,49,No,Research & Development,8,7,0,0,23,2,Male,No,3,3,4,Manager
1196,1678,41,No,Sales,2,0,0,2,21,2,Male,Yes,3,3,3,Sales Executive
1197,1680,20,No,Sales,2,2,0,2,2,3,Male,No,3,3,1,Sales Representative
1198,1681,33,No,Sales,6,5,1,2,7,2,Female,Yes,4,3,2,Sales Executive
1199,1682,36,No,Research & Development,3,2,0,2,10,2,Male,No,3,3,2,Healthcare Representative
1200,1683,44,No,Human Resources,2,2,2,2,8,2,Female,Yes,3,3,1,Human Resources
1201,1684,23,Yes,Research & Development,5,4,1,2,5,2,Male,Yes,3,2,1,Laboratory Technician
1202,1687,38,No,Research & Development,0,0,0,0,7,5,Female,No,3,3,1,Laboratory Technician
1203,1689,53,No,Research & Development,4,3,1,2,11,2,Male,No,3,4,3,Healthcare Representative
1204,1691,48,Yes,Sales,9,7,7,7,19,3,Female,Yes,3,3,1,Sales Representative
1205,1692,32,Yes,Research & Development,1,0,0,0,1,2,Male,No,3,3,1,Laboratory Technician
1206,1693,26,No,Research & Development,7,7,5,7,7,5,Male,No,4,3,1,Laboratory Technician
1207,1694,55,No,Research & Development,4,2,1,2,8,1,Male,No,3,2,1,Research Scientist
1208,1696,34,No,Research & Development,15,10,4,13,15,3,Male,No,3,2,2,Laboratory Technician
1209,1697,60,No,Research & Development,1,0,0,0,19,2,Male,No,4,1,3,Healthcare Representative
1210,1698,33,No,Research & Development,14,11,2,13,14,6,Male,No,3,4,1,Laboratory Technician
1211,1700,37,No,Sales,6,3,1,3,6,2,Male,No,3,1,2,Sales Executive
1212,1701,34,No,Research & Development,10,9,8,7,10,3,Female,No,3,2,1,Research Scientist
1213,1702,23,Yes,Sales,3,2,0,2,3,2,Male,Yes,4,3,1,Sales Representative
1214,1703,44,No,Research & Development,8,7,6,7,9,2,Female,Yes,3,4,3,Healthcare Representative
1215,1704,35,No,Research & Development,5,4,1,4,6,2,Male,Yes,3,2,1,Research Scientist
1216,1706,43,No,Sales,10,9,8,8,10,3,Male,Yes,3,3,2,Sales Executive
1217,1707,24,No,Research & Development,5,3,0,4,5,1,Male,No,3,4,1,Research Scientist
1218,1708,41,No,Sales,10,8,8,7,10,3,Male,No,3,3,3,Sales Executive
1219,1709,29,No,Research & Development,5,3,1,2,9,2,Female,No,3,3,1,Laboratory Technician
1220,1710,36,No,Sales,13,7,6,7,17,2,Female,No,3,3,2,Sales Representative
1221,1712,45,No,Research & Development,23,15,14,4,25,3,Male,No,4,2,3,Healthcare Representative
